domain,accession,GC_per,temp_cat
bacteria,GCF_000147695.2,34.34 ,thermophilic
bacteria,GCF_003722315.1,34.19 ,thermophilic
bacteria,GCF_900129115.1,33.77 ,thermophilic
bacteria,GCF_000019085.1,34.51 ,thermophilic
bacteria,GCF_000763575.1,35.01 ,thermophilic
bacteria,GCF_004345675.1,37.50 ,thermophilic
bacteria,GCF_000189775.2,34.98 ,thermophilic
bacteria,GCA_000307585.2,35.07 ,thermophilic
bacteria,GCF_000747665.1,34.80 ,thermophilic
bacteria,GCF_000427425.1,41.94 ,thermophilic
bacteria,GCF_900129075.1,38.80 ,thermophilic
bacteria,GCF_000022325.1,35.19 ,thermophilic
bacteria,GCF_000166775.1,35.10 ,thermophilic
bacteria,GCF_000166355.1,36.11 ,thermophilic
bacteria,GCF_000193435.2,36.13 ,thermophilic
bacteria,GCF_000145215.1,35.24 ,thermophilic
bacteria,GCF_000166335.1,35.44 ,thermophilic
bacteria,GCF_000016545.1,35.25 ,thermophilic
bacteria,GCF_900142995.1,43.33 ,thermophilic
bacteria,GCF_000144645.1,46.82 ,thermophilic
bacteria,GCF_000328765.2,37.52 ,mesophilic
bacteria,GCF_000165465.1,30.29 ,mesophilic
bacteria,GCF_000166415.1,33.16 ,mesophilic
bacteria,GCF_000020485.1,37.88 ,thermophilic
bacteria,GCF_000379025.1,30.69 ,mesophilic
bacteria,GCF_000517025.1,33.44 ,mesophilic
bacteria,GCF_000328625.1,32.46 ,mesophilic
bacteria,GCF_000144695.1,36.63 ,mesophilic
bacteria,GCF_003991135.1,35.88 ,thermophilic
bacteria,GCF_000024945.1,38.63 ,mesophilic
bacteria,GCF_001553335.1,38.70 ,mesophilic
bacteria,GCF_003992125.1,38.39 ,mesophilic
bacteria,GCF_000426745.1,36.99 ,mesophilic
bacteria,GCF_000428745.1,44.58 ,mesophilic
bacteria,GCF_000455225.1,50.25 ,mesophilic
bacteria,GCF_000417505.1,53.23 ,mesophilic
bacteria,GCF_001045675.1,44.78 ,mesophilic
bacteria,GCF_003315775.1,49.00 ,mesophilic
bacteria,GCF_000239275.1,49.01 ,mesophilic
bacteria,GCF_000165735.1,45.44 ,mesophilic
bacteria,GCF_000242435.1,50.46 ,mesophilic
bacteria,GCF_000160055.1,45.50 ,mesophilic
bacteria,GCF_900103425.1,46.42 ,mesophilic
bacteria,GCF_000194985.1,35.31 ,mesophilic
bacteria,GCF_000188175.1,47.64 ,mesophilic
bacteria,GCF_900112895.1,49.69 ,mesophilic
bacteria,GCF_000025305.1,55.84 ,mesophilic
bacteria,GCA_004555735.1,56.10 ,mesophilic
bacteria,GCF_000425045.1,50.00 ,mesophilic
bacteria,GCF_000384135.1,36.24 ,mesophilic
bacteria,GCA_002373045.1,50.00 ,mesophilic
bacteria,GCF_000155955.1,58.07 ,mesophilic
bacteria,GCF_000702905.1,58.07 ,mesophilic
bacteria,GCF_000381005.1,59.15 ,mesophilic
bacteria,GCF_000213975.1,55.99 ,mesophilic
bacteria,GCF_000234095.1,55.98 ,mesophilic
bacteria,GCF_000318175.2,56.84 ,mesophilic
bacteria,GCF_000160555.1,55.87 ,mesophilic
bacteria,GCF_000160695.1,55.97 ,mesophilic
bacteria,GCF_900186465.1,56.77 ,mesophilic
bacteria,GCF_000315545.1,58.50 ,mesophilic
bacteria,GCF_000426665.1,56.79 ,mesophilic
bacteria,GCF_000208405.1,57.11 ,mesophilic
bacteria,GCF_900141865.1,43.33 ,mesophilic
bacteria,GCF_900129225.1,46.82 ,mesophilic
bacteria,GCF_000245775.1,31.47 ,mesophilic
bacteria,GCF_000381065.1,38.13 ,mesophilic
bacteria,GCF_900109225.1,38.00 ,mesophilic
bacteria,GCF_000445445.1,43.34 ,mesophilic
bacteria,GCF_002257705.1,42.95 ,mesophilic
bacteria,GCF_900101845.1,44.57 ,mesophilic
bacteria,GCF_900176355.1,44.45 ,mesophilic
bacteria,GCF_000219125.1,50.36 ,mesophilic
bacteria,GCF_000169155.1,51.50 ,thermophilic
bacteria,GCF_900102435.1,52.27 ,thermophilic
bacteria,GCF_900114615.1,38.82 ,mesophilic
bacteria,GCF_000725345.1,38.68 ,mesophilic
bacteria,GCF_900110485.1,47.83 ,mesophilic
bacteria,GCF_900104455.1,48.85 ,mesophilic
bacteria,GCF_000374545.1,48.80 ,mesophilic
bacteria,GCF_000315365.1,49.48 ,thermophilic
bacteria,GCF_900129195.1,48.91 ,thermophilic
bacteria,GCF_000016165.1,42.28 ,mesophilic
bacteria,GCF_002005145.1,45.38 ,thermophilic
bacteria,GCF_900142375.1,43.60 ,mesophilic
bacteria,GCF_000215085.1,47.24 ,mesophilic
bacteria,GCF_000189755.2,46.28 ,mesophilic
bacteria,GCF_000711975.1,44.22 ,thermophilic
bacteria,GCF_000024205.1,41.55 ,mesophilic
bacteria,GCF_000233715.2,45.49 ,mesophilic
bacteria,GCF_900115975.1,49.93 ,thermophilic
bacteria,GCF_000430885.1,46.93 ,thermophilic
bacteria,GCF_900113335.1,45.73 ,thermophilic
bacteria,GCA_000010565.1,52.96 ,thermophilic
bacteria,GCA_000214705.1,54.88 ,mesophilic
bacteria,GCF_900142025.1,54.87 ,thermophilic
bacteria,GCF_900129285.1,54.56 ,thermophilic
bacteria,GCF_000429345.1,61.39 ,thermophilic
bacteria,GCF_000376385.1,55.18 ,thermophilic
bacteria,GCF_000018425.1,60.85 ,mesophilic
bacteria,GCF_000024605.1,59.47 ,thermophilic
bacteria,GCF_000012865.1,42.05 ,thermophilic
bacteria,GCF_003054495.1,49.09 ,thermophilic
bacteria,GCF_002995805.1,53.81 ,thermophilic
bacteria,GCF_001267405.1,55.80 ,thermophilic
bacteria,GCF_900176005.1,49.50 ,thermophilic
bacteria,GCF_000620305.1,39.20 ,mesophilic
bacteria,GCF_000224515.1,42.06 ,mesophilic
bacteria,GCF_000231385.2,41.78 ,mesophilic
bacteria,GCF_900100785.1,41.41 ,mesophilic
bacteria,GCF_000235605.1,42.85 ,mesophilic
bacteria,GCF_000244895.1,44.16 ,mesophilic
bacteria,GCF_900129935.1,41.98 ,mesophilic
bacteria,GCF_000255115.2,42.11 ,mesophilic
bacteria,GCF_000021925.1,47.54 ,mesophilic
bacteria,GCF_900143285.1,47.34 ,thermophilic
bacteria,GCF_000243155.2,44.97 ,mesophilic
bacteria,GCF_000243135.2,44.22 ,mesophilic
bacteria,GCF_000231405.2,41.89 ,mesophilic
bacteria,GCF_000512895.1,44.56 ,mesophilic
bacteria,GCF_000190635.1,46.35 ,mesophilic
bacteria,GCF_000019165.1,56.98 ,thermophilic
bacteria,GCF_900101835.1,49.55 ,mesophilic
bacteria,GCF_900176035.1,31.92 ,mesophilic
bacteria,GCF_000746025.1,45.14 ,thermophilic
bacteria,GCF_000014725.1,44.87 ,mesophilic
bacteria,GCF_900129805.1,41.97 ,thermophilic
bacteria,GCF_000092405.1,50.99 ,thermophilic
bacteria,GCF_000946815.1,46.59 ,mesophilic
bacteria,GCF_000305935.1,53.88 ,thermophilic
bacteria,GCF_000183545.2,72.04 ,thermophilic
bacteria,GCF_000184705.1,72.48 ,thermophilic
bacteria,GCF_900176145.1,49.65 ,thermophilic
bacteria,GCA_000237975.1,56.75 ,thermophilic
bacteria,GCA_003023745.1,46.55 ,thermophilic
bacteria,GCF_000009905.1,68.67 ,thermophilic
bacteria,GCF_001544015.1,69.73 ,thermophilic
bacteria,GCF_003284975.1,67.50 ,mesophilic
bacteria,GCF_000277125.1,68.10 ,mesophilic
bacteria,GCF_000174035.1,69.24 ,mesophilic
bacteria,GCF_002086475.1,67.88 ,mesophilic
bacteria,GCF_000164135.1,68.45 ,mesophilic
bacteria,GCF_002102335.1,68.39 ,mesophilic
bacteria,GCF_001053185.1,68.81 ,mesophilic
bacteria,GCF_002101875.1,68.28 ,mesophilic
bacteria,GCF_002101785.1,68.50 ,mesophilic
bacteria,GCF_000689255.1,66.60 ,mesophilic
bacteria,GCF_002101635.1,66.38 ,mesophilic
bacteria,GCF_000455305.1,66.17 ,mesophilic
bacteria,GCF_000195855.1,57.80 ,mesophilic
bacteria,GCF_000340435.2,63.95 ,mesophilic
bacteria,GCF_002102095.1,67.37 ,mesophilic
bacteria,GCF_000613245.1,66.31 ,mesophilic
bacteria,GCF_002101845.1,65.28 ,mesophilic
bacteria,GCF_000157895.3,66.23 ,mesophilic
bacteria,GCF_000195955.2,65.61 ,mesophilic
bacteria,GCF_002102215.1,66.90 ,mesophilic
bacteria,GCF_002102015.1,65.90 ,mesophilic
bacteria,GCF_002086415.1,65.75 ,mesophilic
bacteria,GCF_000455125.1,67.70 ,mesophilic
bacteria,GCF_001667945.1,68.40 ,mesophilic
bacteria,GCF_002086695.1,66.60 ,mesophilic
bacteria,GCF_000230935.1,66.07 ,mesophilic
bacteria,GCF_001583415.1,69.40 ,mesophilic
bacteria,GCF_900187065.1,69.00 ,mesophilic
bacteria,GCF_900603025.1,69.30 ,thermophilic
bacteria,GCF_000243415.2,65.38 ,mesophilic
bacteria,GCF_000230895.2,65.49 ,mesophilic
bacteria,GCF_000328565.1,65.14 ,mesophilic
bacteria,GCF_900454025.1,67.60 ,mesophilic
bacteria,GCF_001650495.1,66.10 ,mesophilic
bacteria,GCF_001044255.1,69.20 ,mesophilic
bacteria,GCF_000266905.1,68.29 ,mesophilic
bacteria,GCF_000426065.1,66.30 ,mesophilic
bacteria,GCF_000382405.1,65.60 ,mesophilic
bacteria,GCF_001457595.1,67.40 ,mesophilic
bacteria,GCF_000691525.1,66.68 ,mesophilic
bacteria,GCF_001291445.1,66.95 ,mesophilic
bacteria,GCF_000069185.1,64.15 ,mesophilic
bacteria,GCF_000092825.1,66.79 ,mesophilic
bacteria,GCF_000185725.2,68.20 ,mesophilic
bacteria,GCF_900105725.1,66.90 ,mesophilic
bacteria,GCF_000143885.2,67.48 ,mesophilic
bacteria,GCF_001698225.1,67.80 ,mesophilic
bacteria,GCF_000192435.1,68.20 ,mesophilic
bacteria,GCF_001305675.1,68.00 ,mesophilic
bacteria,GCF_000423025.1,69.31 ,mesophilic
bacteria,GCF_000333015.1,68.38 ,mesophilic
bacteria,GCF_002993285.1,68.96 ,mesophilic
bacteria,GCF_000964005.1,68.63 ,mesophilic
bacteria,GCF_000380485.1,67.08 ,mesophilic
bacteria,GCF_900104775.1,71.05 ,mesophilic
bacteria,GCF_900631615.1,69.75 ,mesophilic
bacteria,GCF_900103175.1,70.88 ,mesophilic
bacteria,GCF_000092225.1,68.40 ,mesophilic
bacteria,GCF_005863245.1,68.20 ,mesophilic
bacteria,GCF_001612985.1,68.36 ,mesophilic
bacteria,GCF_001182745.1,70.70 ,mesophilic
bacteria,GCF_000250675.2,68.05 ,mesophilic
bacteria,GCF_001612905.1,67.71 ,mesophilic
bacteria,GCF_900637185.1,69.90 ,mesophilic
bacteria,GCF_001612885.1,72.00 ,mesophilic
bacteria,GCF_000523235.1,67.77 ,mesophilic
bacteria,GCF_001613265.1,67.00 ,mesophilic
bacteria,GCF_001612945.1,67.83 ,mesophilic
bacteria,GCF_001613325.1,68.07 ,mesophilic
bacteria,GCF_000380645.1,64.34 ,mesophilic
bacteria,GCF_000014565.1,66.98 ,mesophilic
bacteria,GCF_001646735.1,67.03 ,mesophilic
bacteria,GCF_900105905.1,67.38 ,mesophilic
bacteria,GCF_001646745.1,62.40 ,mesophilic
bacteria,GCF_002303875.1,62.40 ,mesophilic
bacteria,GCF_900099725.1,68.73 ,mesophilic
bacteria,GCF_001646645.1,68.70 ,mesophilic
bacteria,GCF_900105195.1,67.85 ,mesophilic
bacteria,GCF_900187265.1,68.05 ,mesophilic
bacteria,GCF_001646655.1,67.95 ,mesophilic
bacteria,GCF_001646785.1,68.35 ,mesophilic
bacteria,GCF_000333955.1,64.10 ,mesophilic
bacteria,GCF_900111805.1,70.06 ,mesophilic
bacteria,GCF_000214175.1,62.24 ,mesophilic
bacteria,GCF_000524475.1,68.09 ,psychrophilic/psychrotrophilic
bacteria,GCF_900156035.1,64.85 ,mesophilic
bacteria,GCF_000747315.1,65.01 ,mesophilic
bacteria,GCF_900105505.1,61.32 ,mesophilic
bacteria,GCF_002287505.1,62.97 ,mesophilic
bacteria,GCF_000739455.1,64.27 ,mesophilic
bacteria,GCF_003693265.1,65.48 ,mesophilic
bacteria,GCF_900105305.1,66.62 ,mesophilic
bacteria,GCF_000372085.1,64.53 ,mesophilic
bacteria,GCF_000159635.1,64.84 ,mesophilic
bacteria,GCF_900103625.1,66.59 ,mesophilic
bacteria,GCF_000143825.1,62.73 ,mesophilic
bacteria,GCF_900156665.1,64.31 ,mesophilic
bacteria,GCF_000373805.1,60.74 ,mesophilic
bacteria,GCF_000379425.1,58.55 ,mesophilic
bacteria,GCF_000767055.1,66.78 ,mesophilic
bacteria,GCF_001021065.1,65.50 ,mesophilic
bacteria,GCF_000442645.1,66.58 ,mesophilic
bacteria,GCF_000022905.1,60.56 ,mesophilic
bacteria,GCF_002861385.1,61.00 ,mesophilic
bacteria,GCF_000833575.1,60.12 ,mesophilic
bacteria,GCF_000159135.1,59.40 ,mesophilic
bacteria,GCF_000156615.2,59.54 ,mesophilic
bacteria,GCF_000175635.1,60.01 ,mesophilic
bacteria,GCF_000159115.1,59.67 ,mesophilic
bacteria,GCF_000980815.1,59.41 ,mesophilic
bacteria,GCF_001941465.1,59.92 ,mesophilic
bacteria,GCF_001941425.1,55.54 ,mesophilic
bacteria,GCF_000420605.1,65.00 ,mesophilic
bacteria,GCF_000375525.1,56.44 ,mesophilic
bacteria,GCF_000688415.1,55.29 ,mesophilic
bacteria,GCF_000819445.1,68.57 ,mesophilic
bacteria,GCF_900177745.1,68.48 ,mesophilic
bacteria,GCF_000835165.1,67.75 ,mesophilic
bacteria,GCF_001021045.1,63.14 ,mesophilic
bacteria,GCF_000341345.1,68.30 ,mesophilic
bacteria,GCF_000375365.1,68.99 ,mesophilic
bacteria,GCF_000379705.1,49.71 ,mesophilic
bacteria,GCF_002563965.1,59.10 ,mesophilic
bacteria,GCF_900113445.1,57.46 ,mesophilic
bacteria,GCF_002162115.1,53.30 ,mesophilic
bacteria,GCF_002155265.1,52.20 ,mesophilic
bacteria,GCF_001457455.1,53.50 ,mesophilic
bacteria,GCF_000175375.1,57.09 ,mesophilic
bacteria,GCF_000550805.1,65.53 ,mesophilic
bacteria,GCF_000011325.1,53.81 ,mesophilic
bacteria,GCF_001643015.1,51.75 ,mesophilic
bacteria,GCF_002355155.1,51.82 ,mesophilic
bacteria,GCF_000344785.1,52.45 ,mesophilic
bacteria,GCF_000011305.1,62.97 ,mesophilic
bacteria,GCF_900176155.1,59.14 ,mesophilic
bacteria,GCF_000372385.1,62.06 ,mesophilic
bacteria,GCF_001941445.1,60.92 ,mesophilic
bacteria,GCF_000428805.1,49.83 ,mesophilic
bacteria,GCF_000738175.1,61.70 ,mesophilic
bacteria,GCF_000163435.1,61.63 ,mesophilic
bacteria,GCF_000525655.1,63.16 ,mesophilic
bacteria,GCF_000177535.2,57.09 ,mesophilic
bacteria,GCF_000069945.1,64.19 ,mesophilic
bacteria,GCF_000418365.1,67.02 ,mesophilic
bacteria,GCF_006539825.1,67.05 ,mesophilic
bacteria,GCF_000183325.1,72.60 ,mesophilic
bacteria,GCF_000023145.1,57.46 ,mesophilic
bacteria,GCF_001552955.1,56.85 ,mesophilic
bacteria,GCF_000173655.1,58.58 ,mesophilic
bacteria,GCF_001056295.1,70.10 ,mesophilic
bacteria,GCF_000758965.1,68.78 ,mesophilic
bacteria,GCF_000427865.1,61.47 ,mesophilic
bacteria,GCF_000372445.1,59.23 ,mesophilic
bacteria,GCF_003096075.1,70.90 ,mesophilic
bacteria,GCF_000186325.1,70.96 ,mesophilic
bacteria,GCF_000226215.1,67.34 ,mesophilic
bacteria,GCF_000384295.1,70.77 ,mesophilic
bacteria,GCF_900105945.1,71.67 ,mesophilic
bacteria,GCF_900107925.1,71.17 ,mesophilic
bacteria,GCF_900119165.1,71.87 ,mesophilic
bacteria,GCF_000411975.1,69.99 ,mesophilic
bacteria,GCF_003385235.1,68.97 ,mesophilic
bacteria,GCF_900115345.1,69.82 ,mesophilic
bacteria,GCF_000411995.1,69.42 ,mesophilic
bacteria,GCF_000383915.1,69.95 ,mesophilic
bacteria,GCF_900110575.1,71.04 ,mesophilic
bacteria,GCF_000732925.1,68.89 ,mesophilic
bacteria,GCF_001620365.2,69.00 ,mesophilic
bacteria,GCF_900105055.1,68.68 ,mesophilic
bacteria,GCF_000342005.1,68.60 ,mesophilic
bacteria,GCF_000384215.1,68.69 ,mesophilic
bacteria,GCF_001953865.1,68.43 ,mesophilic
bacteria,GCF_000478275.1,68.96 ,mesophilic
bacteria,GCF_000384315.1,70.01 ,mesophilic
bacteria,GCF_003385185.1,67.77 ,mesophilic
bacteria,GCF_003312875.1,70.70 ,mesophilic
bacteria,GCF_000473265.1,71.57 ,thermophilic
bacteria,GCF_000739085.1,71.53 ,mesophilic
bacteria,GCF_000231075.2,71.86 ,mesophilic
bacteria,GCF_900114035.1,71.35 ,mesophilic
bacteria,GCF_000519205.1,68.54 ,mesophilic
bacteria,GCF_000231055.2,70.08 ,mesophilic
bacteria,GCF_000243395.2,69.13 ,mesophilic
bacteria,GCF_000244975.1,69.74 ,mesophilic
bacteria,GCF_000258175.1,68.95 ,mesophilic
bacteria,GCF_000023865.1,67.32 ,thermophilic
bacteria,GCF_000231035.2,71.97 ,mesophilic
bacteria,GCF_000430445.1,71.48 ,mesophilic
bacteria,GCF_000383775.1,70.89 ,mesophilic
bacteria,GCF_000383795.1,71.05 ,mesophilic
bacteria,GCF_000244955.1,68.94 ,mesophilic
bacteria,GCF_003202275.1,70.47 ,mesophilic
bacteria,GCF_002240355.1,67.60 ,mesophilic
bacteria,GCF_003202285.1,71.16 ,mesophilic
bacteria,GCF_000427825.1,68.89 ,thermophilic
bacteria,GCF_000427905.1,69.88 ,thermophilic
bacteria,GCF_000504245.1,67.76 ,mesophilic
bacteria,GCF_900188115.1,68.66 ,mesophilic
bacteria,GCF_000482865.1,70.23 ,mesophilic
bacteria,GCF_900111175.1,71.03 ,mesophilic
bacteria,GCF_000374445.1,70.84 ,mesophilic
bacteria,GCF_000564855.1,72.79 ,mesophilic
bacteria,GCF_001302585.1,68.44 ,mesophilic
bacteria,GCA_000720375.1,67.95 ,mesophilic
bacteria,GCF_900176515.1,66.20 ,thermophilic
bacteria,GCF_900115955.1,68.86 ,mesophilic
bacteria,GCF_900111005.1,70.16 ,mesophilic
bacteria,GCF_001701025.1,70.01 ,mesophilic
bacteria,GCF_000328705.1,72.19 ,mesophilic
bacteria,GCF_000023245.1,73.71 ,mesophilic
bacteria,GCF_000568255.1,69.81 ,mesophilic
bacteria,GCF_000525635.1,70.60 ,mesophilic
bacteria,GCF_900103775.1,70.26 ,mesophilic
bacteria,GCF_900129375.1,72.62 ,mesophilic
bacteria,GCF_000194155.1,68.06 ,mesophilic
bacteria,GCF_900116135.1,70.78 ,mesophilic
bacteria,GCF_000062885.1,71.15 ,mesophilic
bacteria,GCF_900116555.1,67.46 ,mesophilic
bacteria,GCF_900101095.1,67.70 ,mesophilic
bacteria,GCF_002263515.1,68.78 ,mesophilic
bacteria,GCF_900104475.1,68.49 ,mesophilic
bacteria,GCF_000371785.1,68.02 ,mesophilic
bacteria,GCF_900100925.1,69.46 ,mesophilic
bacteria,GCF_000384035.1,68.79 ,thermophilic
bacteria,GCF_000379465.1,67.77 ,mesophilic
bacteria,GCF_002234535.1,71.15 ,mesophilic
bacteria,GCF_000239155.1,72.45 ,mesophilic
bacteria,GCF_000429185.1,72.57 ,mesophilic
bacteria,GCF_000196675.1,73.12 ,mesophilic
bacteria,GCF_000423625.1,71.78 ,mesophilic
bacteria,GCF_900142365.1,72.93 ,thermophilic
bacteria,GCF_000429025.1,69.43 ,psychrophilic/psychrotrophilic
bacteria,GCF_000620785.1,72.27 ,mesophilic
bacteria,GCF_000379625.1,73.99 ,mesophilic
bacteria,GCF_000024365.1,70.92 ,mesophilic
bacteria,GCF_000426645.1,68.94 ,psychrophilic/psychrotrophilic
bacteria,GCF_003576535.1,66.90 ,mesophilic
bacteria,GCF_000025345.1,73.98 ,mesophilic
bacteria,GCF_900143215.1,74.35 ,mesophilic
bacteria,GCF_900103785.1,74.59 ,mesophilic
bacteria,GCF_900107105.1,74.30 ,mesophilic
bacteria,GCF_900188375.1,75.58 ,mesophilic
bacteria,GCF_900114385.1,73.98 ,mesophilic
bacteria,GCF_900215145.1,73.95 ,mesophilic
bacteria,GCF_900182545.1,75.04 ,mesophilic
bacteria,GCF_900116515.1,74.24 ,mesophilic
bacteria,GCF_900188205.1,75.56 ,mesophilic
bacteria,GCF_900129495.1,75.86 ,mesophilic
bacteria,GCF_900102745.1,75.71 ,mesophilic
bacteria,GCF_900110555.1,74.60 ,mesophilic
bacteria,GCF_002938435.1,73.51 ,mesophilic
bacteria,GCF_000284015.1,72.95 ,mesophilic
bacteria,GCF_900230285.1,73.29 ,mesophilic
bacteria,GCF_900188025.1,72.52 ,mesophilic
bacteria,GCF_000306785.1,74.13 ,mesophilic
bacteria,GCF_900100695.1,74.84 ,mesophilic
bacteria,GCF_900112525.1,74.88 ,mesophilic
bacteria,GCF_900103975.1,74.18 ,mesophilic
bacteria,GCF_900129455.1,72.94 ,mesophilic
bacteria,GCF_900091585.1,72.60 ,mesophilic
bacteria,GCF_000379065.1,69.38 ,mesophilic
bacteria,GCF_000383995.1,69.58 ,mesophilic
bacteria,GCF_000378825.1,69.92 ,mesophilic
bacteria,GCF_000016425.1,69.46 ,mesophilic
bacteria,GCF_006716065.1,69.40 ,mesophilic
bacteria,GCF_900090235.1,73.20 ,mesophilic
bacteria,GCF_900156065.1,71.53 ,mesophilic
bacteria,GCF_900091425.1,72.81 ,mesophilic
bacteria,GCF_001567585.1,73.38 ,mesophilic
bacteria,GCF_900091615.1,72.02 ,mesophilic
bacteria,GCF_003264365.1,70.92 ,mesophilic
bacteria,GCF_900091575.1,71.15 ,mesophilic
bacteria,GCF_900090275.1,71.21 ,mesophilic
bacteria,GCF_900091505.1,71.46 ,mesophilic
bacteria,GCF_000297395.2,71.96 ,mesophilic
bacteria,GCF_900091455.1,71.76 ,mesophilic
bacteria,GCF_900143515.1,71.47 ,mesophilic
bacteria,GCF_900091445.1,73.31 ,mesophilic
bacteria,GCF_900091625.1,72.28 ,mesophilic
bacteria,GCF_900090315.1,73.82 ,mesophilic
bacteria,GCF_000145235.1,72.82 ,mesophilic
bacteria,GCF_900091565.1,72.84 ,mesophilic
bacteria,GCF_900091605.1,72.97 ,mesophilic
bacteria,GCF_900090105.1,73.56 ,mesophilic
bacteria,GCF_900089585.1,73.59 ,mesophilic
bacteria,GCF_900089595.1,73.62 ,mesophilic
bacteria,GCF_900091435.1,73.52 ,mesophilic
bacteria,GCF_900089605.1,72.59 ,mesophilic
bacteria,GCF_900090225.1,72.12 ,mesophilic
bacteria,GCF_900091545.1,72.10 ,mesophilic
bacteria,GCF_900090285.1,72.21 ,mesophilic
bacteria,GCF_900091465.1,71.61 ,mesophilic
bacteria,GCF_900091535.1,73.80 ,mesophilic
bacteria,GCF_900091595.1,73.79 ,mesophilic
bacteria,GCF_000158815.1,72.33 ,mesophilic
bacteria,GCF_900090245.1,72.95 ,mesophilic
bacteria,GCF_900090295.1,73.58 ,mesophilic
bacteria,GCF_900090265.1,72.99 ,mesophilic
bacteria,GCF_900091525.1,72.29 ,mesophilic
bacteria,GCF_900091515.1,72.98 ,mesophilic
bacteria,GCF_900090305.1,73.20 ,mesophilic
bacteria,GCF_900091555.1,73.34 ,mesophilic
bacteria,GCF_900091415.1,71.88 ,mesophilic
bacteria,GCF_900091495.1,72.31 ,mesophilic
bacteria,GCF_900090325.1,71.88 ,mesophilic
bacteria,GCF_900107255.1,72.38 ,mesophilic
bacteria,GCF_900107455.1,70.78 ,mesophilic
bacteria,GCF_900113015.1,71.45 ,mesophilic
bacteria,GCF_900104725.1,69.36 ,mesophilic
bacteria,GCF_000284295.1,70.82 ,mesophilic
bacteria,GCF_900188005.1,70.34 ,mesophilic
bacteria,GCF_000379645.1,70.94 ,mesophilic
bacteria,GCF_000389965.1,71.30 ,mesophilic
bacteria,GCF_000379685.1,64.37 ,mesophilic
bacteria,GCF_000428945.1,70.81 ,mesophilic
bacteria,GCF_000379825.1,70.29 ,mesophilic
bacteria,GCF_000427885.1,70.39 ,mesophilic
bacteria,GCF_000482705.1,70.09 ,mesophilic
bacteria,GCF_000527155.1,60.37 ,mesophilic
bacteria,GCF_000024545.1,68.13 ,mesophilic
bacteria,GCF_000585375.1,71.70 ,mesophilic
bacteria,GCF_900143005.1,71.20 ,mesophilic
bacteria,GCF_000177675.1,70.82 ,mesophilic
bacteria,GCF_001536285.1,70.95 ,mesophilic
bacteria,GCF_000374165.1,71.67 ,mesophilic
bacteria,GCF_001854655.1,71.44 ,mesophilic
bacteria,GCF_000018005.1,71.15 ,mesophilic
bacteria,GCF_000373365.1,72.39 ,mesophilic
bacteria,GCF_000058485.1,72.83 ,mesophilic
bacteria,GCF_000948395.1,72.43 ,mesophilic
bacteria,GCF_000262465.1,72.59 ,mesophilic
bacteria,GCF_000013345.1,70.08 ,mesophilic
bacteria,GCF_000235425.2,71.81 ,mesophilic
bacteria,GCF_000166135.1,72.31 ,mesophilic
bacteria,GCF_000966285.1,71.93 ,mesophilic
bacteria,GCF_000203835.1,72.00 ,mesophilic
bacteria,GCF_001267885.1,72.19 ,mesophilic
bacteria,GCF_000156435.1,72.22 ,mesophilic
bacteria,GCF_000158955.1,71.12 ,mesophilic
bacteria,GCF_900104815.1,72.38 ,mesophilic
bacteria,GCF_001735805.1,71.09 ,mesophilic
bacteria,GCF_001514215.1,72.65 ,mesophilic
bacteria,GCF_000444875.1,72.55 ,mesophilic
bacteria,GCF_001514055.1,72.03 ,mesophilic
bacteria,GCF_001513965.1,70.98 ,mesophilic
bacteria,GCF_001013905.1,72.68 ,mesophilic
bacteria,GCF_001514265.1,71.04 ,mesophilic
bacteria,GCF_001514125.1,73.06 ,mesophilic
bacteria,GCF_000331005.1,69.87 ,mesophilic
bacteria,GCF_001514195.1,70.90 ,mesophilic
bacteria,GCF_001513955.1,71.02 ,mesophilic
bacteria,GCF_001514065.1,70.77 ,mesophilic
bacteria,GCF_003955715.1,70.85 ,mesophilic
bacteria,GCF_001896135.2,71.47 ,mesophilic
bacteria,GCF_002019855.1,71.90 ,mesophilic
bacteria,GCF_001514205.1,71.67 ,mesophilic
bacteria,GCF_001005085.2,71.82 ,mesophilic
bacteria,GCF_000411315.1,70.70 ,mesophilic
bacteria,GCF_001513975.1,70.99 ,mesophilic
bacteria,GCF_000225525.1,72.46 ,mesophilic
bacteria,GCF_000091305.1,71.45 ,mesophilic
bacteria,GCF_001418645.1,71.10 ,mesophilic
bacteria,GCF_000317595.1,70.17 ,mesophilic
bacteria,GCF_001514115.1,70.23 ,mesophilic
bacteria,GCF_000009765.2,70.70 ,mesophilic
bacteria,GCF_001418335.1,70.20 ,mesophilic
bacteria,GCF_001642995.1,70.35 ,mesophilic
bacteria,GCF_000827005.1,72.64 ,mesophilic
bacteria,GCF_000154905.1,73.00 ,mesophilic
bacteria,GCF_000213055.1,73.08 ,mesophilic
bacteria,GCF_000156695.2,71.42 ,mesophilic
bacteria,GCF_900460065.1,72.20 ,mesophilic
bacteria,GCF_000385945.1,71.48 ,mesophilic
bacteria,GCF_003846185.1,72.15 ,mesophilic
bacteria,GCF_000177195.2,71.75 ,mesophilic
bacteria,GCF_000470535.1,70.61 ,mesophilic
bacteria,GCF_000429085.1,70.37 ,mesophilic
bacteria,GCF_003627815.1,70.94 ,mesophilic
bacteria,GCF_000253235.1,72.48 ,mesophilic
